0.000000, -0.017727, 62.966159
0.000000, -0.009680, 62.966159
0.000000, 0.406371, 62.966159
0.000000, 0.548614, 62.966159
0.000000, 0.573201, 62.966159
0.000000, 0.765690, 62.966159
0.000000, 0.794114, 62.966159
0.000000, 0.850856, 62.966159
1.000000, -0.792132, 62.966159
1.000000, -0.638524, 62.966159
1.000000, 0.293222, 62.966159
1.000000, 0.656766, 62.966159
1.000000, 0.988481, 62.966159
2.000000, -0.929657, 62.966159
2.000000, -0.313685, 62.966159
2.000000, 0.063014, 62.966159
2.000000, 0.099211, 62.966159
2.000000, 0.170129, 62.966159
3.000000, -0.592805, 62.966159
3.000000, -0.500208, 62.966159
3.000000, -0.420667, 62.966159
3.000000, -0.410209, 62.966159
3.000000, -0.365832, 62.966159
3.000000, -0.101024, 62.966159
3.000000, 0.303317, 62.966159
3.000000, 0.415024, 62.966159
3.000000, 0.629634, 62.966159
3.000000, 0.959804, 62.966159
4.000000, -0.959882, 62.966159
4.000000, -0.770939, 62.966159
4.000000, -0.481205, 62.966159
4.000000, -0.201055, 62.966159
4.000000, -0.181990, 62.966159
4.000000, 0.281912, 62.966159
4.012637, 0.141988, 24.782597
5.000000, -0.828882, 62.966159
5.000000, -0.415564, 62.966159
5.000000, -0.314699, 62.966159
5.000000, -0.246728, 62.966159
5.000000, -0.098935, 62.966159
5.000000, 0.744960, 62.966159
5.000000, 0.862628, 62.966159
5.000000, 0.999336, 62.966159
6.000000, -0.867182, 62.966159
6.000000, -0.860885, 62.966159
6.000000, -0.721248, 62.966159
6.000000, -0.579061, 62.966159
6.000000, -0.555920, 62.966159
6.000000, 0.156878, 62.966159
6.000000, 0.474129, 62.966159
6.000000, 0.503366, 62.966159
6.000000, 0.597362, 62.966159
6.000000, 0.906621, 62.966159
7.000000, -0.607036, 62.966159
7.000000, -0.388422, 62.966159
7.000000, -0.373930, 62.966159
7.000000, 0.424441, 62.966159
7.000000, 0.632013, 62.966159
7.000000, 0.660084, 62.966159
7.000000, 0.668047, 62.966159
7.000000, 0.902331, 62.966159
7.672368, 0.285571, 24.782597
7.966031, 0.565469, 24.782597
8.000000, -0.636611, 62.966159
8.000000, -0.529208, 62.966159
8.000000, -0.217598, 62.966159
8.000000, -0.131997, 62.966159
8.000000, 0.170650, 62.966159
8.000000, 0.332486, 62.966159
8.000000, 0.380221, 62.966159
8.000000, 0.760590, 62.966159
8.000000, 0.939923, 62.966159
8.000000, 0.952472, 62.966159
8.915558, 0.202982, 24.782597
9.000000, -0.506184, 62.966159
9.000000, 0.079583, 62.966159
9.000000, 0.106888, 62.966159
9.000000, 0.147297, 62.966159
9.000000, 0.278886, 62.966159
9.000000, 0.391476, 62.966159
9.000000, 0.512298, 62.966159
9.000000, 0.528808, 62.966159
9.000000, 0.992066, 62.966159
10.000000, -0.631753, 62.966159
10.000000, -0.515052, 62.966159
10.000000, -0.121930, 62.966159
10.000000, 0.256709, 62.966159
